unique_id,osmid,element_type,name,shop,designation,phone,website,office,addr:city,addr:country,addr:postcode,addr:state,addr:street,source,email,fax,name:en,opening_hours,amenity,internet_access,contact:email,contact:fax,contact:mobile,contact:phone,contact:website,wheelchair,operator,building:level,fixme,addr:housenumber,building,url,addr:housename,int_name,name:es,name:fr,name:de,description,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,name:ja,start_date,payment:american_express,name:ru,facebook,toilets:wheelchair,payment:wire_transfer,tourism,name:it,brand,currency:EUR,currency:GBP,currency:USD,currency:others,ele,ref:vatin,name:hi,post_box,nodes,building:adjacency,building:age,building:condition,building:floor_type,building:gable_wall,building:geological_site,building:lateral:material,building:lateral:system,building:levels,building:levels:underground,building:overhang,building:roof_type,building:soft_storey,building:structure,building:typology,building:use,capacity:persons,floor:material:type,roof:material,roof:material:type,roof:shape,shape:elevation,shape:plan,timestamp,completeness_score
node/1957113649,1957113649,node,Air Express International Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113650,1957113650,node,Arihat holidays.com,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113651,1957113651,node,Astha international travels and tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113654,1957113654,node,Bharosa Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113656,1957113656,node,Megabyte tours and travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113658,1957113658,node,Moon Sun Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:00Z,1.0
node/1957113663,1957113663,node,Peace Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-10T10:51:47Z,1.0
node/1957113665,1957113665,node,Primier Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:01Z,1.0
node/1957113666,1957113666,node,Prism Travels and Tours pvt. ltd.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:01Z,1.0
node/1957113667,1957113667,node,Proficient Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:01:01Z,1.0
node/1957130654,1957130654,node,Prism Travel and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:55Z,1.0
node/1957158792,1957158792,node,Air Express Internatonal Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158793,1957158793,node,Arihant holidays.com Travel,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158795,1957158795,node,Astha Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158798,1957158798,node,Bharosa Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158803,1957158803,node,Danta Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158807,1957158807,node,Kirti Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158816,1957158816,node,Megabyte Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:51Z,1.0
node/1957158841,1957158841,node,Moon and Sun Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:52Z,1.0
node/1957158857,1957158857,node,Peace Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-10T10:51:47Z,1.0
node/1957158860,1957158860,node,Prashanti Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:52Z,1.0
node/1957158863,1957158863,node,Proficient Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:30:52Z,1.0
node/1957158897,1957158897,node,Rupakot Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-25T10:10:15Z,1.0
node/1957179276,1957179276,node,Dhaulagiri Adventure Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179280,1957179280,node,Eve Buddha Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179296,1957179296,node,Mass Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179302,1957179302,node,Nabil Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179309,1957179309,node,Prayas Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179313,1957179313,node,Surakshya Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179341,1957179341,node,Tag Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:38:59Z,1.0
node/1957179351,1957179351,node,Venture Himalayan Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:39:00Z,1.0
node/1957221689,1957221689,node,Ace Travels Branch,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221692,1957221692,node,Agni Air Sales Office,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221697,1957221697,node,Baishnavi Services / airasia.com,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221709,1957221709,node,Bhrikuti Himalaya Treks,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221717,1957221717,node,Biman: Bangladesh Air,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221759,1957221759,node,Henna Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:08Z,1.0
node/1957221776,1957221776,node,Key Way Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-25T09:38:09Z,1.0
node/1957221786,1957221786,node,Ratna Holidays,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:09Z,1.0
node/1957221811,1957221811,node,Square Travels and Tours (Yatra.com),travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:09Z,1.0
node/1957221818,1957221818,node,Treasure Tours Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10T18:58:09Z,1.0
node/1957241488,1957241488,node,Harvest Moon,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-23T05:15:29Z,1.0
node/1957241506,1957241506,node,Ying Yang International Travel and Tours Pvt. Ltd.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-25T09:38:09Z,1.0
node/1962216827,1962216827,node,Fishtail Tours and Travels,travel_agency,,,,,Kathmandu,NP,00977,Central Region,Pragati Marga 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-09T04:46:21Z,1.0
node/1989508724,1989508724,node,,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-30T10:46:35Z,1.0
node/1996611827,1996611827,node,Ace Travels,travel_agency,,,,,,,,,,NextView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:45:00Z,1.0
node/2006108107,2006108107,node,Acme Holiday Tours Pvt. Ltd.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-07T07:58:19Z,1.0
node/2006108108,2006108108,node,Kamana Tres and Expeditions Pvt.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-07T07:58:19Z,1.0
node/2006124080,2006124080,node,Exodus Trek and Expeditions Pvt Ltd Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:56Z,1.0
node/2006124081,2006124081,node,Exodus Trek and Tours Pvt Ltd Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:54Z,1.0
node/2006124084,2006124084,node,Shristi Travel and tours pvt. ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:13Z,1.0
node/2049278525,2049278525,node,Ace Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-04T04:01:01Z,1.0
node/2071315782,2071315782,node,Air Globe Tours & Travels PLtd,travel_agency,,,www.airglobetravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-17T11:05:48Z,1.0
node/2071315789,2071315789,node,Manaslu Trends & Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-17T11:05:49Z,1.0
node/2074278690,2074278690,node,Kailash Treks P.Ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-19T09:09:43Z,1.0
node/2082978243,2082978243,node,Monte Bianco Adventures,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-26T08:34:28Z,1.0
node/2084372318,2084372318,node,Opera Travels & Tours,travel_agency,,+977 01 4415326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:57Z,1.0
node/2084372339,2084372339,node,Yonjan Travel Agency,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:31Z,1.0
node/2085527639,2085527639,node,Himalayan Travel and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-28T09:54:03Z,1.0
node/2085527642,2085527642,node,Mountain Legent Private Limited,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-28T09:54:03Z,1.0
node/2087434238,2087434238,node,Prasha Travels & Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-29T16:49:21Z,1.0
node/2088211118,2088211118,node,More Than Mountain Treks,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-29T04:38:08Z,1.0
node/2088211119,2088211119,node,Visit Karnali Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-29T04:38:08Z,1.0
node/2090613250,2090613250,node,Mandala Trekking,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T06:23:38Z,1.0
node/2090613252,2090613252,node,S & T Holidays,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T06:23:38Z,1.0
node/2090613255,2090613255,node,Use Holidays,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T06:23:38Z,1.0
node/2090613257,2090613257,node,Yatri Trekking,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T06:23:38Z,1.0
node/2090620855,2090620855,node,Fox Travels and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T06:53:36Z,1.0
node/2090627607,2090627607,node,Himalaya Holidays,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T07:25:36Z,1.0
node/2090665075,2090665075,node,Nepal Ecology Treks and Rafting,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T08:26:56Z,1.0
node/2090670216,2090670216,node,Sherpa Journeys Pvt. Ltd.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T08:38:07Z,1.0
node/2091829796,2091829796,node,Cho-oyu Trekking Pvt. Ltd.,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-02T06:01:37Z,1.0
node/2097704749,2097704749,node,President Travel & Tours P Ltd,travel_agency,,+97714220245,http://www.pttnepal.com,,Kathmandu,,,,Durbar Marg,,info@president.com.np,+97714221180,President Travel & Tours P Ltd,Su-Fr 09:30-17:30; Sa 09:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-15T10:22:27Z,1.0
node/2106855877,2106855877,node,amadablam travel and tours,travel_agency,,,,,,,,,,,,,Amadablam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31T17:38:58Z,1.0
node/2127170405,2127170405,node,Majestic travel & trek,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25T08:38:30Z,1.0
node/2127170406,2127170406,node,Shiva Baba Tours and Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25T08:38:30Z,1.0
node/2127176412,2127176412,node,City Link Tours & Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25T08:46:29Z,1.0
node/2128607840,2128607840,node,Evergreen Nepal Travel and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-19T09:41:10Z,1.0
node/2212506690,2212506690,node,Ace Travels.com,travel_agency,,16600-100600,https://www.acetravels.com/,,,,,,,,info@acetravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27T21:25:56Z,1.0
node/2284383605,2284383605,node,Dalima Tours and Travels,travel_agency,,"977-01-4412133, 4410759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-28T15:15:51Z,1.0
node/2668883220,2668883220,node,Peak Promotion,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T13:45:05Z,1.0
